locationId;Estacion_de_Medicion;Material_Particular;Valor;dateUtc;dateLocal;Unidad_Medida;latitude;longitude;Pais;city;isMobile;Entidad;sensorType
9672;Kennedy_Inem_Kennedy;um100;0;2023-03-12T20:52:38+00:00;2023-03-12T15:52:38-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9673;Kennedy_Inem_Kennedy;um100;0;2023-03-12T20:54:38+00:00;2023-03-12T15:54:38-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9674;Kennedy_Inem_Kennedy;um100;0;2023-03-12T20:56:40+00:00;2023-03-12T15:56:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9675;Kennedy_Inem_Kennedy;um100;0;2023-03-12T20:58:38+00:00;2023-03-12T15:58:38-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9676;Kennedy_Inem_Kennedy;um100;0;2023-03-12T21:00:38+00:00;2023-03-12T16:00:38-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9677;Kennedy_Inem_Kennedy;um100;0;2023-03-12T21:02:38+00:00;2023-03-12T16:02:38-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9678;Kennedy_Inem_Kennedy;um100;0;2023-03-12T21:04:38+00:00;2023-03-12T16:04:38-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9679;Kennedy_Inem_Kennedy;um100;0;2023-03-12T21:06:38+00:00;2023-03-12T16:06:38-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9680;Kennedy_Inem_Kennedy;um100;0;2023-03-12T21:08:38+00:00;2023-03-12T16:08:38-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9681;Kennedy_Inem_Kennedy;um100;0;2023-03-12T21:10:38+00:00;2023-03-12T16:10:38-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9682;Kennedy_Inem_Kennedy;um100;0;2023-03-12T21:12:38+00:00;2023-03-12T16:12:38-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9683;Kennedy_Inem_Kennedy;um100;0;2023-03-12T21:14:38+00:00;2023-03-12T16:14:38-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9684;Kennedy_Inem_Kennedy;um100;0;2023-03-12T21:18:38+00:00;2023-03-12T16:18:38-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9685;Kennedy_Inem_Kennedy;um100;0;2023-03-12T21:20:38+00:00;2023-03-12T16:20:38-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9686;Kennedy_Inem_Kennedy;um100;0;2023-03-12T21:22:38+00:00;2023-03-12T16:22:38-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9687;Kennedy_Inem_Kennedy;um100;0;2023-03-12T21:24:40+00:00;2023-03-12T16:24:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9688;Kennedy_Inem_Kennedy;um100;0;2023-03-12T21:26:38+00:00;2023-03-12T16:26:38-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9689;Kennedy_Inem_Kennedy;um100;0;2023-03-12T21:28:38+00:00;2023-03-12T16:28:38-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9690;Kennedy_Inem_Kennedy;um100;0;2023-03-12T21:30:38+00:00;2023-03-12T16:30:38-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9691;Kennedy_Inem_Kennedy;um100;0;2023-03-12T21:32:38+00:00;2023-03-12T16:32:38-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9692;Kennedy_Inem_Kennedy;um100;0;2023-03-12T21:34:38+00:00;2023-03-12T16:34:38-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9693;Kennedy_Inem_Kennedy;um100;0;2023-03-12T21:36:38+00:00;2023-03-12T16:36:38-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9694;Kennedy_Inem_Kennedy;um100;0;2023-03-12T21:38:38+00:00;2023-03-12T16:38:38-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9695;Kennedy_Inem_Kennedy;um100;0;2023-03-12T21:40:38+00:00;2023-03-12T16:40:38-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9696;Kennedy_Inem_Kennedy;um100;0;2023-03-12T21:42:38+00:00;2023-03-12T16:42:38-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9697;Kennedy_Inem_Kennedy;um100;0;2023-03-12T21:44:38+00:00;2023-03-12T16:44:38-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9698;Kennedy_Inem_Kennedy;um100;0;2023-03-12T21:46:38+00:00;2023-03-12T16:46:38-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9699;Kennedy_Inem_Kennedy;um100;0;2023-03-12T21:48:38+00:00;2023-03-12T16:48:38-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9700;Kennedy_Inem_Kennedy;um100;0;2023-03-12T21:50:39+00:00;2023-03-12T16:50:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9701;Kennedy_Inem_Kennedy;um100;0;2023-03-12T21:52:39+00:00;2023-03-12T16:52:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9702;Kennedy_Inem_Kennedy;um100;0;2023-03-12T21:54:39+00:00;2023-03-12T16:54:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9703;Kennedy_Inem_Kennedy;um100;0;2023-03-12T21:56:39+00:00;2023-03-12T16:56:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9704;Kennedy_Inem_Kennedy;um100;0;2023-03-12T21:58:39+00:00;2023-03-12T16:58:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9705;Kennedy_Inem_Kennedy;um100;0;2023-03-12T22:00:39+00:00;2023-03-12T17:00:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9706;Kennedy_Inem_Kennedy;um100;0;2023-03-12T22:02:39+00:00;2023-03-12T17:02:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9707;Kennedy_Inem_Kennedy;um100;0;2023-03-12T22:04:39+00:00;2023-03-12T17:04:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9708;Kennedy_Inem_Kennedy;um100;0;2023-03-12T22:06:39+00:00;2023-03-12T17:06:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9709;Kennedy_Inem_Kennedy;um100;0;2023-03-12T22:08:39+00:00;2023-03-12T17:08:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9710;Kennedy_Inem_Kennedy;um100;0;2023-03-12T22:10:39+00:00;2023-03-12T17:10:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9711;Kennedy_Inem_Kennedy;um100;0;2023-03-12T22:12:39+00:00;2023-03-12T17:12:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9712;Kennedy_Inem_Kennedy;um100;0;2023-03-12T22:14:39+00:00;2023-03-12T17:14:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9713;Kennedy_Inem_Kennedy;um100;0;2023-03-12T22:16:39+00:00;2023-03-12T17:16:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9714;Kennedy_Inem_Kennedy;um100;0;2023-03-12T22:18:39+00:00;2023-03-12T17:18:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9715;Kennedy_Inem_Kennedy;um100;0;2023-03-12T22:20:39+00:00;2023-03-12T17:20:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9716;Kennedy_Inem_Kennedy;um100;0;2023-03-12T22:22:39+00:00;2023-03-12T17:22:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9717;Kennedy_Inem_Kennedy;um100;0;2023-03-12T22:24:39+00:00;2023-03-12T17:24:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9718;Kennedy_Inem_Kennedy;um100;0;2023-03-12T22:26:39+00:00;2023-03-12T17:26:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9719;Kennedy_Inem_Kennedy;um100;0;2023-03-12T22:28:39+00:00;2023-03-12T17:28:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9720;Kennedy_Inem_Kennedy;um100;0;2023-03-12T22:30:39+00:00;2023-03-12T17:30:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9721;Kennedy_Inem_Kennedy;um100;0;2023-03-12T22:32:39+00:00;2023-03-12T17:32:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9722;Kennedy_Inem_Kennedy;um100;0;2023-03-12T22:34:39+00:00;2023-03-12T17:34:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9723;Kennedy_Inem_Kennedy;um100;0;2023-03-12T22:36:39+00:00;2023-03-12T17:36:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9724;Kennedy_Inem_Kennedy;um100;0;2023-03-12T22:38:39+00:00;2023-03-12T17:38:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9725;Kennedy_Inem_Kennedy;um100;0;2023-03-12T22:40:39+00:00;2023-03-12T17:40:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9726;Kennedy_Inem_Kennedy;um100;0;2023-03-12T22:42:39+00:00;2023-03-12T17:42:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9727;Kennedy_Inem_Kennedy;um100;0;2023-03-12T22:44:39+00:00;2023-03-12T17:44:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9728;Kennedy_Inem_Kennedy;um100;0;2023-03-12T22:46:39+00:00;2023-03-12T17:46:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9729;Kennedy_Inem_Kennedy;um100;0;2023-03-12T22:48:39+00:00;2023-03-12T17:48:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9730;Kennedy_Inem_Kennedy;um100;0;2023-03-12T22:50:40+00:00;2023-03-12T17:50:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9731;Kennedy_Inem_Kennedy;um100;0;2023-03-12T22:52:40+00:00;2023-03-12T17:52:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9732;Kennedy_Inem_Kennedy;um100;0;2023-03-12T22:54:39+00:00;2023-03-12T17:54:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9733;Kennedy_Inem_Kennedy;um100;0;2023-03-12T22:56:40+00:00;2023-03-12T17:56:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9734;Kennedy_Inem_Kennedy;um100;0;2023-03-12T22:58:39+00:00;2023-03-12T17:58:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9735;Kennedy_Inem_Kennedy;um100;0;2023-03-12T23:00:39+00:00;2023-03-12T18:00:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9736;Kennedy_Inem_Kennedy;um100;0;2023-03-12T23:04:40+00:00;2023-03-12T18:04:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9737;Kennedy_Inem_Kennedy;um100;0;2023-03-12T23:06:39+00:00;2023-03-12T18:06:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9738;Kennedy_Inem_Kennedy;um100;0;2023-03-12T23:08:39+00:00;2023-03-12T18:08:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9739;Kennedy_Inem_Kennedy;um100;0;2023-03-12T23:10:39+00:00;2023-03-12T18:10:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9740;Kennedy_Inem_Kennedy;um100;0;2023-03-12T23:12:39+00:00;2023-03-12T18:12:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9741;Kennedy_Inem_Kennedy;um100;0;2023-03-12T23:14:40+00:00;2023-03-12T18:14:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9742;Kennedy_Inem_Kennedy;um100;0;2023-03-12T23:16:40+00:00;2023-03-12T18:16:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9743;Kennedy_Inem_Kennedy;um100;0;2023-03-12T23:18:40+00:00;2023-03-12T18:18:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9744;Kennedy_Inem_Kennedy;um100;0;2023-03-12T23:20:40+00:00;2023-03-12T18:20:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9745;Kennedy_Inem_Kennedy;um100;0;2023-03-12T23:22:39+00:00;2023-03-12T18:22:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9746;Kennedy_Inem_Kennedy;um100;0;2023-03-12T23:24:39+00:00;2023-03-12T18:24:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9747;Kennedy_Inem_Kennedy;um100;0;2023-03-12T23:26:39+00:00;2023-03-12T18:26:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9748;Kennedy_Inem_Kennedy;um100;0;2023-03-12T23:28:39+00:00;2023-03-12T18:28:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9749;Kennedy_Inem_Kennedy;um100;0;2023-03-12T23:30:39+00:00;2023-03-12T18:30:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9750;Kennedy_Inem_Kennedy;um100;0;2023-03-12T23:32:39+00:00;2023-03-12T18:32:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9751;Kennedy_Inem_Kennedy;um100;0;2023-03-12T23:34:39+00:00;2023-03-12T18:34:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9752;Kennedy_Inem_Kennedy;um100;0;2023-03-12T23:36:39+00:00;2023-03-12T18:36:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9753;Kennedy_Inem_Kennedy;um100;0;2023-03-12T23:38:39+00:00;2023-03-12T18:38:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9754;Kennedy_Inem_Kennedy;um100;0;2023-03-12T23:40:39+00:00;2023-03-12T18:40:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9755;Kennedy_Inem_Kennedy;um100;0;2023-03-12T23:42:39+00:00;2023-03-12T18:42:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9756;Kennedy_Inem_Kennedy;um100;0;2023-03-12T23:44:39+00:00;2023-03-12T18:44:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9757;Kennedy_Inem_Kennedy;um100;0;2023-03-12T23:46:39+00:00;2023-03-12T18:46:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9758;Kennedy_Inem_Kennedy;um100;0;2023-03-12T23:48:39+00:00;2023-03-12T18:48:39-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9759;Kennedy_Inem_Kennedy;um100;0;2023-03-12T23:50:40+00:00;2023-03-12T18:50:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9760;Kennedy_Inem_Kennedy;um100;0;2023-03-12T23:52:40+00:00;2023-03-12T18:52:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9761;Kennedy_Inem_Kennedy;um100;0;2023-03-12T23:54:40+00:00;2023-03-12T18:54:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9762;Kennedy_Inem_Kennedy;um100;0;2023-03-12T23:56:40+00:00;2023-03-12T18:56:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9763;Kennedy_Inem_Kennedy;um100;0;2023-03-12T23:58:40+00:00;2023-03-12T18:58:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9764;Kennedy_Inem_Kennedy;um100;0;2023-03-13T00:00:43+00:00;2023-03-12T19:00:43-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9765;Kennedy_Inem_Kennedy;um100;0;2023-03-13T00:02:41+00:00;2023-03-12T19:02:41-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9766;Kennedy_Inem_Kennedy;um100;0;2023-03-13T00:04:40+00:00;2023-03-12T19:04:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9767;Kennedy_Inem_Kennedy;um100;0;2023-03-13T00:06:41+00:00;2023-03-12T19:06:41-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9768;Kennedy_Inem_Kennedy;um100;0;2023-03-13T00:08:40+00:00;2023-03-12T19:08:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9769;Kennedy_Inem_Kennedy;um100;0;2023-03-13T00:10:40+00:00;2023-03-12T19:10:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9770;Kennedy_Inem_Kennedy;um100;0;2023-03-13T00:12:40+00:00;2023-03-12T19:12:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9771;Kennedy_Inem_Kennedy;um100;0;2023-03-13T00:14:40+00:00;2023-03-12T19:14:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9772;Kennedy_Inem_Kennedy;um100;0;2023-03-13T00:16:41+00:00;2023-03-12T19:16:41-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9773;Kennedy_Inem_Kennedy;um100;0;2023-03-13T00:18:40+00:00;2023-03-12T19:18:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9774;Kennedy_Inem_Kennedy;um100;0;2023-03-13T00:20:40+00:00;2023-03-12T19:20:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9775;Kennedy_Inem_Kennedy;um100;0;2023-03-13T00:22:40+00:00;2023-03-12T19:22:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9776;Kennedy_Inem_Kennedy;um100;0;2023-03-13T00:24:40+00:00;2023-03-12T19:24:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9777;Kennedy_Inem_Kennedy;um100;0;2023-03-13T00:28:40+00:00;2023-03-12T19:28:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9778;Kennedy_Inem_Kennedy;um100;0;2023-03-13T00:30:40+00:00;2023-03-12T19:30:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9779;Kennedy_Inem_Kennedy;um100;0;2023-03-13T00:32:40+00:00;2023-03-12T19:32:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9780;Kennedy_Inem_Kennedy;um100;0;2023-03-13T00:34:40+00:00;2023-03-12T19:34:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9781;Kennedy_Inem_Kennedy;um100;0;2023-03-13T00:36:40+00:00;2023-03-12T19:36:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9782;Kennedy_Inem_Kennedy;um100;0;2023-03-13T00:38:40+00:00;2023-03-12T19:38:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9783;Kennedy_Inem_Kennedy;um100;0;2023-03-13T00:40:40+00:00;2023-03-12T19:40:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9784;Kennedy_Inem_Kennedy;um100;0;2023-03-13T00:42:40+00:00;2023-03-12T19:42:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9785;Kennedy_Inem_Kennedy;um100;0;2023-03-13T00:44:40+00:00;2023-03-12T19:44:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9786;Kennedy_Inem_Kennedy;um100;0;2023-03-13T00:46:40+00:00;2023-03-12T19:46:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9787;Kennedy_Inem_Kennedy;um100;0;2023-03-13T00:48:40+00:00;2023-03-12T19:48:40-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9788;Kennedy_Inem_Kennedy;um100;0;2023-03-13T00:50:41+00:00;2023-03-12T19:50:41-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9789;Kennedy_Inem_Kennedy;um100;0;2023-03-13T00:52:43+00:00;2023-03-12T19:52:43-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9790;Kennedy_Inem_Kennedy;um100;0;2023-03-13T00:54:41+00:00;2023-03-12T19:54:41-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9791;Kennedy_Inem_Kennedy;um100;0;2023-03-13T00:56:41+00:00;2023-03-12T19:56:41-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9792;Kennedy_Inem_Kennedy;um100;0;2023-03-13T00:58:41+00:00;2023-03-12T19:58:41-05:00;particulas/cm³;4.625189;-74.15489;Colombia;Bogota;false;community;low-cost sensor
9793;Bosa_Jardin_Nuevo_Chile;pm1;10;2023-03-12T12:54:01+00:00;2023-03-12T07:54:01-05:00;Microgramo/m³;4.604084;-74.16697;Colombia;Bogota;false;community;low-cost sensor
9794;Bosa_Jardin_Nuevo_Chile;pm1;10.1;2023-03-12T22:52:13+00:00;2023-03-12T17:52:13-05:00;Microgramo/m³;4.604084;-74.16697;Colombia;Bogota;false;community;low-cost sensor
9795;Bosa_Jardin_Nuevo_Chile;pm1;10.1;2023-03-12T22:56:13+00:00;2023-03-12T17:56:13-05:00;Microgramo/m³;4.604084;-74.16697;Colombia;Bogota;false;community;low-cost sensor
9796;Bosa_Jardin_Nuevo_Chile;pm1;10.3;2023-03-12T19:46:08+00:00;2023-03-12T14:46:08-05:00;Microgramo/m³;4.604084;-74.16697;Colombia;Bogota;false;community;low-cost sensor
9797;Bosa_Jardin_Nuevo_Chile;pm1;10.5;2023-03-12T18:46:07+00:00;2023-03-12T13:46:07-05:00;Microgramo/m³;4.604084;-74.16697;Colombia;Bogota;false;community;low-cost sensor
9798;Bosa_Jardin_Nuevo_Chile;pm1;10.5;2023-03-12T21:54:11+00:00;2023-03-12T16:54:11-05:00;Microgramo/m³;4.604084;-74.16697;Colombia;Bogota;false;community;low-cost sensor
9799;Bosa_Jardin_Nuevo_Chile;pm1;10.6;2023-03-12T21:40:11+00:00;2023-03-12T16:40:11-05:00;Microgramo/m³;4.604084;-74.16697;Colombia;Bogota;false;community;low-cost sensor
9800;Bosa_Jardin_Nuevo_Chile;pm1;10.6;2023-03-12T22:58:13+00:00;2023-03-12T17:58:13-05:00;Microgramo/m³;4.604084;-74.16697;Colombia;Bogota;false;community;low-cost sensor
9801;Bosa_Jardin_Nuevo_Chile;pm1;10.7;2023-03-12T20:26:10+00:00;2023-03-12T15:26:10-05:00;Microgramo/m³;4.604084;-74.16697;Colombia;Bogota;false;community;low-cost sensor
9802;Bosa_Jardin_Nuevo_Chile;pm1;10.8;2023-03-12T12:58:01+00:00;2023-03-12T07:58:01-05:00;Microgramo/m³;4.604084;-74.16697;Colombia;Bogota;false;community;low-cost sensor
9803;Bosa_Jardin_Nuevo_Chile;pm1;11;2023-03-12T12:08:00+00:00;2023-03-12T07:08:00-05:00;Microgramo/m³;4.604084;-74.16697;Colombia;Bogota;false;community;low-cost sensor
9804;Bosa_Jardin_Nuevo_Chile;pm1;11;2023-03-12T20:56:09+00:00;2023-03-12T15:56:09-05:00;Microgramo/m³;4.604084;-74.16697;Colombia;Bogota;false;community;low-cost sensor
9805;Bosa_Jardin_Nuevo_Chile;pm1;11.1;2023-03-12T19:32:08+00:00;2023-03-12T14:32:08-05:00;Microgramo/m³;4.604084;-74.16697;Colombia;Bogota;false;community;low-cost sensor
9806;Bosa_Jardin_Nuevo_Chile;pm1;11.3;2023-03-12T18:50:06+00:00;2023-03-12T13:50:06-05:00;Microgramo/m³;4.604084;-74.16697;Colombia;Bogota;false;community;low-cost sensor
9807;Bosa_Jardin_Nuevo_Chile;pm1;11.3;2023-03-12T22:20:12+00:00;2023-03-12T17:20:12-05:00;Microgramo/m³;4.604084;-74.16697;Colombia;Bogota;false;community;low-cost sensor
9808;Bosa_Jardin_Nuevo_Chile;pm1;11.3;2023-03-12T22:54:12+00:00;2023-03-12T17:54:12-05:00;Microgramo/m³;4.604084;-74.16697;Colombia;Bogota;false;community;low-cost sensor
9809;Bosa_Jardin_Nuevo_Chile;pm1;11.3;2023-03-12T23:22:15+00:00;2023-03-12T18:22:15-05:00;Microgramo/m³;4.604084;-74.16697;Colombia;Bogota;false;community;low-cost sensor
9810;Bosa_Jardin_Nuevo_Chile;pm1;11.5;2023-03-12T12:28:01+00:00;2023-03-12T07:28:01-05:00;Microgramo/m³;4.604084;-74.16697;Colombia;Bogota;false;community;low-cost sensor
