locationId;Estacion_de_Medicion;Material_Particular;Valor;dateUtc;dateLocal;Unidad_Medida;latitude;longitude;Pais;city;isMobile;Entidad;sensorType
1;JCPACHON;pm1;10.1;2023-03-13T00:02:20+00:00;2023-03-12T19:02:20-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
2;JCPACHON;pm1;10.4;2023-03-12T15:58:15+00:00;2023-03-12T10:58:15-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
3;JCPACHON;pm1;10.8;2023-03-12T14:04:13+00:00;2023-03-12T09:04:13-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
4;JCPACHON;pm1;10.8;2023-03-12T23:48:20+00:00;2023-03-12T18:48:20-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
5;JCPACHON;pm1;11.2;2023-03-12T16:02:15+00:00;2023-03-12T11:02:15-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
6;JCPACHON;pm1;11.5;2023-03-12T16:08:15+00:00;2023-03-12T11:08:15-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
7;JCPACHON;pm1;11.6;2023-03-12T15:34:14+00:00;2023-03-12T10:34:14-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
8;JCPACHON;pm1;11.9;2023-03-12T14:40:13+00:00;2023-03-12T09:40:13-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
9;JCPACHON;pm1;12;2023-03-12T16:04:15+00:00;2023-03-12T11:04:15-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
10;JCPACHON;pm1;12.1;2023-03-12T14:22:13+00:00;2023-03-12T09:22:13-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
11;JCPACHON;pm1;12.1;2023-03-13T00:04:20+00:00;2023-03-12T19:04:20-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
12;JCPACHON;pm1;12.3;2023-03-12T14:28:13+00:00;2023-03-12T09:28:13-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
13;JCPACHON;pm1;12.4;2023-03-12T14:30:13+00:00;2023-03-12T09:30:13-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
14;JCPACHON;pm1;12.5;2023-03-12T23:46:19+00:00;2023-03-12T18:46:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
15;JCPACHON;pm1;12.7;2023-03-12T14:32:13+00:00;2023-03-12T09:32:13-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
16;JCPACHON;pm1;12.7;2023-03-12T14:46:13+00:00;2023-03-12T09:46:13-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
17;JCPACHON;pm1;12.8;2023-03-12T14:44:13+00:00;2023-03-12T09:44:13-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
18;JCPACHON;pm1;12.8;2023-03-12T23:38:19+00:00;2023-03-12T18:38:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
19;JCPACHON;pm1;13.2;2023-03-12T23:36:19+00:00;2023-03-12T18:36:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
20;JCPACHON;pm1;13.2;2023-03-12T23:40:19+00:00;2023-03-12T18:40:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
21;JCPACHON;pm1;13.2;2023-03-13T00:06:20+00:00;2023-03-12T19:06:20-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
22;JCPACHON;pm1;13.3;2023-03-12T23:28:19+00:00;2023-03-12T18:28:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
23;JCPACHON;pm1;13.3;2023-03-12T23:32:19+00:00;2023-03-12T18:32:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
24;JCPACHON;pm1;13.3;2023-03-12T23:34:19+00:00;2023-03-12T18:34:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
25;JCPACHON;pm1;13.5;2023-03-12T13:38:13+00:00;2023-03-12T08:38:13-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
26;JCPACHON;pm1;13.7;2023-03-12T23:30:19+00:00;2023-03-12T18:30:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
27;JCPACHON;pm1;13.8;2023-03-12T13:34:13+00:00;2023-03-12T08:34:13-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
28;JCPACHON;pm1;13.8;2023-03-12T13:40:13+00:00;2023-03-12T08:40:13-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
29;JCPACHON;pm1;13.9;2023-03-12T23:44:20+00:00;2023-03-12T18:44:20-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
30;JCPACHON;pm1;14;2023-03-13T00:08:20+00:00;2023-03-12T19:08:20-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
31;JCPACHON;pm1;14.1;2023-03-12T23:42:19+00:00;2023-03-12T18:42:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
32;JCPACHON;pm1;14.2;2023-03-12T15:04:14+00:00;2023-03-12T10:04:14-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
33;JCPACHON;pm1;14.2;2023-03-12T23:24:19+00:00;2023-03-12T18:24:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
34;JCPACHON;pm1;14.5;2023-03-13T00:20:20+00:00;2023-03-12T19:20:20-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
35;JCPACHON;pm1;14.6;2023-03-13T00:18:20+00:00;2023-03-12T19:18:20-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
36;JCPACHON;pm1;14.8;2023-03-13T00:10:20+00:00;2023-03-12T19:10:20-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
37;JCPACHON;pm1;14.8;2023-03-13T00:12:20+00:00;2023-03-12T19:12:20-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
38;JCPACHON;pm1;14.9;2023-03-12T12:10:12+00:00;2023-03-12T07:10:12-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
39;JCPACHON;pm1;14.9;2023-03-12T12:34:12+00:00;2023-03-12T07:34:12-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
40;JCPACHON;pm1;14.9;2023-03-13T00:14:20+00:00;2023-03-12T19:14:20-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
41;JCPACHON;pm1;15;2023-03-12T12:24:12+00:00;2023-03-12T07:24:12-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
42;JCPACHON;pm1;15;2023-03-12T23:22:19+00:00;2023-03-12T18:22:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
43;JCPACHON;pm1;15.1;2023-03-12T15:32:14+00:00;2023-03-12T10:32:14-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
44;JCPACHON;pm1;15.3;2023-03-12T12:32:12+00:00;2023-03-12T07:32:12-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
45;JCPACHON;pm1;15.3;2023-03-12T18:46:16+00:00;2023-03-12T13:46:16-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
46;JCPACHON;pm1;15.4;2023-03-13T00:16:20+00:00;2023-03-12T19:16:20-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
47;JCPACHON;pm1;15.5;2023-03-12T15:16:14+00:00;2023-03-12T10:16:14-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
48;JCPACHON;pm1;15.5;2023-03-12T23:02:19+00:00;2023-03-12T18:02:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
49;JCPACHON;pm1;15.6;2023-03-13T00:22:20+00:00;2023-03-12T19:22:20-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
50;JCPACHON;pm1;15.7;2023-03-12T23:00:19+00:00;2023-03-12T18:00:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
51;JCPACHON;pm1;15.7;2023-03-13T00:40:20+00:00;2023-03-12T19:40:20-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
52;JCPACHON;pm1;15.8;2023-03-12T23:18:19+00:00;2023-03-12T18:18:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
53;JCPACHON;pm1;15.9;2023-03-12T18:48:16+00:00;2023-03-12T13:48:16-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
54;JCPACHON;pm1;15.9;2023-03-12T23:06:20+00:00;2023-03-12T18:06:20-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
55;JCPACHON;pm1;15.9;2023-03-12T23:16:19+00:00;2023-03-12T18:16:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
56;JCPACHON;pm1;16;2023-03-12T23:04:19+00:00;2023-03-12T18:04:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
57;JCPACHON;pm1;16;2023-03-13T00:38:20+00:00;2023-03-12T19:38:20-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
58;JCPACHON;pm1;16.1;2023-03-12T18:50:16+00:00;2023-03-12T13:50:16-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
59;JCPACHON;pm1;16.1;2023-03-13T00:24:20+00:00;2023-03-12T19:24:20-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
60;JCPACHON;pm1;16.2;2023-03-12T12:16:12+00:00;2023-03-12T07:16:12-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
61;JCPACHON;pm1;16.2;2023-03-13T00:28:20+00:00;2023-03-12T19:28:20-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
62;JCPACHON;pm1;16.3;2023-03-13T00:26:20+00:00;2023-03-12T19:26:20-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
63;JCPACHON;pm1;16.3;2023-03-13T00:32:20+00:00;2023-03-12T19:32:20-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
64;JCPACHON;pm1;16.3;2023-03-13T00:42:20+00:00;2023-03-12T19:42:20-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
65;JCPACHON;pm1;16.4;2023-03-12T18:52:17+00:00;2023-03-12T13:52:17-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
66;JCPACHON;pm1;16.4;2023-03-13T00:30:20+00:00;2023-03-12T19:30:20-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
67;JCPACHON;pm1;16.4;2023-03-13T00:36:20+00:00;2023-03-12T19:36:20-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
68;JCPACHON;pm1;16.5;2023-03-12T16:22:21+00:00;2023-03-12T11:22:21-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
69;JCPACHON;pm1;16.6;2023-03-12T18:42:16+00:00;2023-03-12T13:42:16-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
70;JCPACHON;pm1;16.6;2023-03-12T23:12:19+00:00;2023-03-12T18:12:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
71;JCPACHON;pm1;16.6;2023-03-12T23:14:19+00:00;2023-03-12T18:14:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
72;JCPACHON;pm1;16.8;2023-03-12T12:58:13+00:00;2023-03-12T07:58:13-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
73;JCPACHON;pm1;16.8;2023-03-13T00:34:20+00:00;2023-03-12T19:34:20-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
74;JCPACHON;pm1;16.9;2023-03-13T00:44:20+00:00;2023-03-12T19:44:20-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
75;JCPACHON;pm1;17.1;2023-03-12T12:56:13+00:00;2023-03-12T07:56:13-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
76;JCPACHON;pm1;17.1;2023-03-12T16:26:15+00:00;2023-03-12T11:26:15-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
77;JCPACHON;pm1;17.3;2023-03-12T23:10:19+00:00;2023-03-12T18:10:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
78;JCPACHON;pm1;17.5;2023-03-12T20:56:19+00:00;2023-03-12T15:56:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
79;JCPACHON;pm1;17.7;2023-03-12T22:28:19+00:00;2023-03-12T17:28:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
80;JCPACHON;pm1;17.7;2023-03-12T22:44:19+00:00;2023-03-12T17:44:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
81;JCPACHON;pm1;17.7;2023-03-12T22:46:19+00:00;2023-03-12T17:46:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
82;JCPACHON;pm1;17.7;2023-03-12T23:08:19+00:00;2023-03-12T18:08:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
83;JCPACHON;pm1;17.8;2023-03-12T13:16:13+00:00;2023-03-12T08:16:13-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
84;JCPACHON;pm1;17.8;2023-03-12T22:42:19+00:00;2023-03-12T17:42:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
85;JCPACHON;pm1;17.8;2023-03-12T22:48:19+00:00;2023-03-12T17:48:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
86;JCPACHON;pm1;17.9;2023-03-12T13:10:13+00:00;2023-03-12T08:10:13-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
87;JCPACHON;pm1;17.9;2023-03-12T13:28:13+00:00;2023-03-12T08:28:13-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
88;JCPACHON;pm1;17.9;2023-03-12T16:14:15+00:00;2023-03-12T11:14:15-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
89;JCPACHON;pm1;17.9;2023-03-12T22:30:19+00:00;2023-03-12T17:30:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
90;JCPACHON;pm1;18;2023-03-12T13:02:13+00:00;2023-03-12T08:02:13-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
91;JCPACHON;pm1;18;2023-03-13T00:46:20+00:00;2023-03-12T19:46:20-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
92;JCPACHON;pm1;18.1;2023-03-12T13:26:13+00:00;2023-03-12T08:26:13-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
93;JCPACHON;pm1;18.1;2023-03-12T16:56:15+00:00;2023-03-12T11:56:15-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
94;JCPACHON;pm1;18.2;2023-03-12T13:06:13+00:00;2023-03-12T08:06:13-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
95;JCPACHON;pm1;18.2;2023-03-12T13:30:13+00:00;2023-03-12T08:30:13-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
96;JCPACHON;pm1;18.2;2023-03-12T22:22:19+00:00;2023-03-12T17:22:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
97;JCPACHON;pm1;18.2;2023-03-13T00:50:20+00:00;2023-03-12T19:50:20-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
98;JCPACHON;pm1;18.3;2023-03-12T22:38:19+00:00;2023-03-12T17:38:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
99;JCPACHON;pm1;18.3;2023-03-13T00:54:20+00:00;2023-03-12T19:54:20-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
100;JCPACHON;pm1;18.4;2023-03-12T22:40:19+00:00;2023-03-12T17:40:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
101;JCPACHON;pm1;18.4;2023-03-13T00:48:20+00:00;2023-03-12T19:48:20-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
102;JCPACHON;pm1;18.5;2023-03-12T19:50:17+00:00;2023-03-12T14:50:17-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
103;JCPACHON;pm1;18.5;2023-03-12T20:12:17+00:00;2023-03-12T15:12:17-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
104;JCPACHON;pm1;18.5;2023-03-12T22:32:19+00:00;2023-03-12T17:32:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
105;JCPACHON;pm1;18.5;2023-03-12T22:52:19+00:00;2023-03-12T17:52:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
106;JCPACHON;pm1;18.6;2023-03-12T13:18:13+00:00;2023-03-12T08:18:13-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
107;JCPACHON;pm1;18.6;2023-03-12T19:48:17+00:00;2023-03-12T14:48:17-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
108;JCPACHON;pm1;18.6;2023-03-12T22:24:19+00:00;2023-03-12T17:24:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
109;JCPACHON;pm1;18.6;2023-03-13T00:58:20+00:00;2023-03-12T19:58:20-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
110;JCPACHON;pm1;18.7;2023-03-12T18:56:17+00:00;2023-03-12T13:56:17-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
111;JCPACHON;pm1;18.8;2023-03-12T20:08:17+00:00;2023-03-12T15:08:17-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
112;JCPACHON;pm1;18.8;2023-03-12T21:08:21+00:00;2023-03-12T16:08:21-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
113;JCPACHON;pm1;18.8;2023-03-13T00:56:20+00:00;2023-03-12T19:56:20-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
114;JCPACHON;pm1;18.9;2023-03-12T17:08:15+00:00;2023-03-12T12:08:15-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
115;JCPACHON;pm1;18.9;2023-03-12T19:54:17+00:00;2023-03-12T14:54:17-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
116;JCPACHON;pm1;19;2023-03-12T20:06:17+00:00;2023-03-12T15:06:17-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
117;JCPACHON;pm1;19;2023-03-12T22:36:19+00:00;2023-03-12T17:36:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
118;JCPACHON;pm1;19.1;2023-03-12T20:18:18+00:00;2023-03-12T15:18:18-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
119;JCPACHON;pm1;19.2;2023-03-12T18:40:16+00:00;2023-03-12T13:40:16-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
120;JCPACHON;pm1;19.2;2023-03-12T19:56:17+00:00;2023-03-12T14:56:17-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
121;JCPACHON;pm1;19.2;2023-03-13T00:52:20+00:00;2023-03-12T19:52:20-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
122;JCPACHON;pm1;19.4;2023-03-12T17:10:15+00:00;2023-03-12T12:10:15-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
123;JCPACHON;pm1;19.4;2023-03-12T20:00:17+00:00;2023-03-12T15:00:17-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
124;JCPACHON;pm1;19.5;2023-03-12T20:20:17+00:00;2023-03-12T15:20:17-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
125;JCPACHON;pm1;19.6;2023-03-12T22:18:19+00:00;2023-03-12T17:18:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
126;JCPACHON;pm1;19.7;2023-03-12T17:12:15+00:00;2023-03-12T12:12:15-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
127;JCPACHON;pm1;19.7;2023-03-12T20:24:17+00:00;2023-03-12T15:24:17-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
128;JCPACHON;pm1;19.8;2023-03-12T20:04:17+00:00;2023-03-12T15:04:17-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
129;JCPACHON;pm1;19.8;2023-03-12T22:20:19+00:00;2023-03-12T17:20:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
130;JCPACHON;pm1;19.9;2023-03-12T20:26:17+00:00;2023-03-12T15:26:17-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
131;JCPACHON;pm1;20.1;2023-03-12T17:14:15+00:00;2023-03-12T12:14:15-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
132;JCPACHON;pm1;20.1;2023-03-12T19:28:17+00:00;2023-03-12T14:28:17-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
133;JCPACHON;pm1;20.3;2023-03-12T22:16:19+00:00;2023-03-12T17:16:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
134;JCPACHON;pm1;20.5;2023-03-12T21:20:19+00:00;2023-03-12T16:20:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
135;JCPACHON;pm1;20.6;2023-03-12T17:04:16+00:00;2023-03-12T12:04:16-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
136;JCPACHON;pm1;20.6;2023-03-12T17:28:16+00:00;2023-03-12T12:28:16-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
137;JCPACHON;pm1;20.6;2023-03-12T22:14:19+00:00;2023-03-12T17:14:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
138;JCPACHON;pm1;21;2023-03-12T18:34:16+00:00;2023-03-12T13:34:16-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
139;JCPACHON;pm1;21.2;2023-03-12T17:24:16+00:00;2023-03-12T12:24:16-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
140;JCPACHON;pm1;21.3;2023-03-12T18:24:16+00:00;2023-03-12T13:24:16-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
141;JCPACHON;pm1;21.4;2023-03-12T21:36:18+00:00;2023-03-12T16:36:18-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
142;JCPACHON;pm1;21.4;2023-03-12T22:08:19+00:00;2023-03-12T17:08:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
143;JCPACHON;pm1;21.4;2023-03-12T22:12:19+00:00;2023-03-12T17:12:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
144;JCPACHON;pm1;21.7;2023-03-12T17:20:15+00:00;2023-03-12T12:20:15-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
145;JCPACHON;pm1;21.8;2023-03-12T17:30:15+00:00;2023-03-12T12:30:15-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
146;JCPACHON;pm1;21.8;2023-03-12T22:00:19+00:00;2023-03-12T17:00:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
147;JCPACHON;pm1;21.9;2023-03-12T21:32:18+00:00;2023-03-12T16:32:18-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
148;JCPACHON;pm1;21.9;2023-03-12T21:56:19+00:00;2023-03-12T16:56:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
149;JCPACHON;pm1;21.9;2023-03-12T22:04:19+00:00;2023-03-12T17:04:19-05:00;Microgramo/m³;4.624007;-74.123314;Colombia;Bogota;false;community;low-cost sensor
